Time,Device name设备名称,Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 12:32:51.144,WT901BLE68(d8:09:5a:ca:b6:e0), 0.974, 0.103, 0.263, 0.549, -0.244, -0.183, 21.374, -73.872, 176.891, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.146,WT901BLE68(d8:09:5a:ca:b6:e0), 0.972, 0.1, 0.263, 0.183, 0, 0.183, 21.368, -73.872, 176.847, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.146,WT901BLE68(d8:09:5a:ca:b6:e0), 0.974, 0.101, 0.263, 0.549, -0.305, 0.305, 21.352, -73.872, 176.808, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.146,WT901BLE68(d8:09:5a:ca:b6:e0), 0.972, 0.1, 0.263, 0.183, 0, 0.183, 21.368, -73.872, 176.847, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.146,WT901BLE68(d8:09:5a:ca:b6:e0), 0.972, 0.101, 0.263, 0.549, -0.305, 0.305, 21.352, -73.872, 176.808, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.146,WT901BLE68(d8:09:5a:ca:b6:e0), 0.973, 0.099, 0.262, 0.732, -0.244, 0.305, 21.352, -73.883, 176.776, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.147,WT901BLE68(d8:09:5a:ca:b6:e0), 0.972, 0.101, 0.263, 0.61, -0.244, 0.305, 21.346, -73.889, 176.737, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.147,WT901BLE68(d8:09:5a:ca:b6:e0), 0.973, 0.099, 0.262, 0.732, -0.244, 0.305, 21.352, -73.883, 176.776, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.151,WT901BLE68(d8:09:5a:ca:b6:e0), 0.973, 0.101, 0.263, 0.61, -0.244, 0.305, 21.346, -73.889, 176.737, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.151,WT901BLE68(d8:09:5a:ca:b6:e0), 0.971, 0.104, 0.261, 0.244, 0.061, 0.366, 21.33, -73.889, 176.71, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.152,WT901BLE68(d8:09:5a:ca:b6:e0), 0.973, 0.099, 0.264, 0.122, 0.061, 0.427, 21.297, -73.894, 176.693, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.152,WT901BLE68(d8:09:5a:ca:b6:e0), 0.971, 0.104, 0.261, 0.244, 0.061, 0.366, 21.33, -73.889, 176.71, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.153,WT901BLE68(d8:09:5a:ca:b6:e0), 0.97, 0.099, 0.264, 0.122, 0.061, 0.427, 21.297, -73.894, 176.693, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.167,WT901BLE68(d8:09:5a:ca:b6:e0), 0.973, 0.1, 0.265, 0.183, -0.061, 0.183, 21.281, -73.894, 176.666, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.168,WT901BLE68(d8:09:5a:ca:b6:e0), 0.97, 0.101, 0.262, 0.183, -0.061, 0, 21.275, -73.894, 176.622, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.169,WT901BLE68(d8:09:5a:ca:b6:e0), 0.973, 0.1, 0.265, 0.183, -0.061, 0.183, 21.281, -73.894, 176.666, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.170,WT901BLE68(cc:c4:7a:a1:fe:ea), 0.896, -0.439, 0.075, 0.732, 0.732, 0, -79.156, -63.501, 6.921, -16.170, 15.484, 23.030, 33.29, 0.67487, -0.51523, -0.43893, -0.29379,
 12:32:51.170,WT901BLE68(cc:c4:7a:a1:fe:ea), 0.896, -0.439, 0.074, 1.038, 0.977, -0.122, -79.118, -63.501, 6.888, -16.170, 15.484, 23.030, 33.29, 0.67487, -0.51523, -0.43893, -0.29379,
 12:32:51.171,WT901BLE68(d8:09:5a:ca:b6:e0), 0.974, 0.101, 0.262, 0.183, -0.061, 0, 21.275, -73.894, 176.622, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.171,WT901BLE68(d8:09:5a:ca:b6:e0), 0.971, 0.102, 0.262, 0.366, -0.427, 0.305, 21.275, -73.9, 176.583, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.172,WT901BLE68(d8:09:5a:ca:b6:e0), 0.974, 0.102, 0.264, 0.244, -0.671, 0.61, 21.259, -73.911, 176.556, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
 12:32:51.172,WT901BLE68(d8:09:5a:ca:b6:e0), 0.971, 0.102, 0.262, 0.366, -0.427, 0.305, 21.275, -73.9, 176.583, -16.562, -89.180, 16.464, 33.47, -0.09711, 0.59232, 0.13531, 0.78824,
